ABN,issuer,issuer_address,billing_address,invoice_n,date,date_period,reference_n,billed_to,total_without_GST,GST,total_with_GST,data
25868774963,Warren PLC Pty Ltd,"1947 Anthony Port, South Davidchester, MP 83386","8119 Rodriguez Roads Apt. 570, Lake Dawn, OH 39796",569304b5-5ce0-4b3a-9cb3-2775f5e4bb26,22/06/2011,17/06/2021,7371038,Katherine Mills,483.31,48.33,531.64,"[[""27/07/1993"", ""synergize killer schemas"", 483.31]]"
7550836759,Donaldson-Burch Pty Ltd,"2949 Gates Ridges, Stoneville, AZ 31009","USNS Hawkins, FPO AA 82025",e9177222-e9e5-4ee1-8e69-5854311c1b38,02/04/2020,13/09/2019,8959613,Shelby Patel,658.84,65.88,724.72,"[[""04/11/1997"", ""brand mission-critical markets"", 263.83], [""22/01/2020"", ""redefine scalable schemas"", 395.01]]"
51561322980,"Jarvis, Barajas and Rios Pty Ltd","USCGC Jimenez, FPO AP 72832","0908 Melanie Street Apt. 177, North Stephenville, CO 29919",3496d1e1-8506-49bc-a25e-1ad573ab155e,17/11/2015,05/08/2000,1311823,Megan Carter,328.6,32.86,361.46,"[[""06/08/2009"", ""exploit integrated web-readiness"", 328.6]]"
26426556629,Jones-Ortiz Pty Ltd,"798 Fernandez Ranch Suite 493, Danielmouth, MP 28271","5643 Wilson Falls, Catherineport, OH 81507",82067ec8-aad4-4af9-80c7-5db5eab55ec0,24/11/1993,03/05/2010,6344426,Justin Lopez,925.29,92.53,1017.82,"[[""03/05/1995"", ""incubate out-of-the-box e-markets"", 311.92], [""31/10/2016"", ""synergize killer content"", 4.19], [""18/01/2006"", ""re-intermediate sticky action-items"", 346.43], [""11/04/2015"", ""deploy strategic systems"", 262.75]]"
64990125488,Robinson-Black Pty Ltd,"5720 Jay Meadow Suite 912, East Lisamouth, UT 71749","572 Dougherty Union, Kellyland, LA 81457",b47fbaf0-6120-4b93-a89f-fa26a7906e59,18/08/2009,09/08/2007,2700693,Joseph Ruiz,351.05,35.11,386.16,"[[""08/12/2002"", ""evolve scalable vortals"", 122.04], [""01/06/2008"", ""incentivize visionary solutions"", 229.01]]"
36655792445,"Fernandez, Smith and Moore Pty Ltd","65850 Christopher Stravenue Suite 227, Port Katrinaside, SD 52105","818 Jill Crossroad, Lake Jodibury, TX 81362",93e935b5-7fb3-40a6-a8d9-edbcd594f5b0,20/08/2001,13/06/1999,1580384,Ricardo Jones,1277.69,127.77,1405.46,"[[""27/05/1998"", ""brand scalable paradigms"", 480.79], [""05/07/2003"", ""exploit cross-media communities"", 338.61], [""09/03/2020"", ""aggregate bricks-and-clicks mindshare"", 253.52], [""01/02/2000"", ""strategize seamless models"", 204.77]]"
88550596720,Gutierrez-Beasley Pty Ltd,"711 Ashley Road, New Austinbury, NE 37554","2096 Todd Square, West Kimfort, SD 17636",589b5308-4100-4ed0-81b6-8dba6afa3fc5,12/05/2015,06/11/2014,1021391,Tina Rodriguez,660.29,66.03,726.32,"[[""24/04/2015"", ""evolve 24/7 systems"", 473.39], [""28/01/1995"", ""drive dynamic info-mediaries"", 186.9]]"
68006232821,Cox-Francis Pty Ltd,"8761 Wilkins Mountain, Jeffreymouth, CA 24470","5179 Corey Hill, East Carl, CT 06747",d5faa24b-57a6-4b20-bba6-7953cd02e63b,05/02/2009,19/02/2005,6905917,Michelle Holland,1283.09,128.31,1411.4,"[[""23/06/2004"", ""envisioneer back-end mindshare"", 226.76], [""05/10/2000"", ""iterate enterprise mindshare"", 446.62], [""21/09/2010"", ""harness robust web-readiness"", 81.68], [""25/05/2005"", ""orchestrate efficient interfaces"", 470.98], [""02/09/2001"", ""transform bricks-and-clicks portals"", 57.05]]"
37866662306,"White, Sexton and Adams Pty Ltd","5510 Rodriguez Rapids, New Dawn, ID 78818","902 Lawrence Prairie, East Kelseystad, NM 10626",94fef06a-c234-4a1e-a2fe-6e2b5ef90d5d,30/01/2005,06/05/2020,8758592,Cheryl Macdonald,435.34,43.53,478.87,"[[""24/08/2019"", ""redefine viral platforms"", 435.34]]"
56563296747,Chan-Stewart Pty Ltd,"72598 Thomas Neck Suite 366, New Kennethchester, WA 13209","5402 Maurice Well Suite 907, South Kendra, KS 82708",a7ecc20f-6905-4154-a52f-45d961e9479f,21/09/2005,05/11/2010,788072,Michelle Martinez,1122.18,112.22,1234.4,"[[""19/05/2005"", ""synergize out-of-the-box communities"", 266.02], [""14/01/1994"", ""unleash bleeding-edge web services"", 478.97], [""13/06/1997"", ""empower enterprise markets"", 375.47], [""11/04/1994"", ""evolve e-business eyeballs"", 1.72]]"
1289601117,Davis-Williams Pty Ltd,"42948 Lawson Glen, Bowenview, SC 79164","711 Whitney Wall, Elizabethland, HI 30629",fea2939e-6b86-4beb-b808-146e9b7f6a8c,11/04/2014,08/07/2015,7930144,Michael Hayes,96.44,9.64,106.08,"[[""10/05/2018"", ""architect dynamic content"", 96.44]]"
36723737695,"Guzman, Jenkins and Cook Pty Ltd","122 Ritter Light Suite 087, Latashafurt, VI 17917","Unit 2697 Box 8662, DPO AA 38347",fac8cfce-762c-4707-ba1b-73682b958875,19/05/2006,11/03/2004,3142433,Heather Kelley,371.38,37.14,408.52,"[[""16/06/2018"", ""engineer B2B methodologies"", 171.19], [""30/10/1996"", ""harness visionary vortals"", 61.82], [""01/01/2002"", ""leverage B2C schemas"", 138.37]]"
50181198444,"Cohen, Velasquez and Ortiz Pty Ltd","755 Pruitt Burg, Melissachester, IL 89738","099 Reeves Shoals Suite 574, West Victor, IA 17276",d926622f-0df7-4072-890a-925e0cd58576,29/06/2011,13/01/2019,7411274,Richard Rodriguez,424.12,42.41,466.53,"[[""11/06/2016"", ""whiteboard virtual functionalities"", 7.31], [""20/07/2013"", ""synergize real-time interfaces"", 167.35], [""03/09/2022"", ""matrix 24/7 networks"", 249.46]]"
71153441981,"Ortiz, Zavala and Andrade Pty Ltd","73479 Flowers Bridge Apt. 551, New Ann, OH 21496","Unit 4889 Box 1588, DPO AP 46082",255ca744-ba9d-4550-ad65-000e9fd96fbb,09/11/1995,08/10/2008,3084043,Jessica Shaffer,1020.36,102.04,1122.4,"[[""05/01/1997"", ""seize sticky markets"", 140.76], [""28/12/1994"", ""exploit revolutionary convergence"", 97.34], [""14/09/2006"", ""cultivate proactive markets"", 288.11], [""19/02/2009"", ""repurpose end-to-end communities"", 52.92], [""25/08/2009"", ""benchmark integrated content"", 441.23]]"
33080826470,"Clay, Mosley and Daniels Pty Ltd","7360 Derek Motorway, Hendersonstad, OH 15001","108 Anthony Garden, Scottport, PA 92315",de45d1ae-49a3-4e43-bb63-dac69db34add,06/09/2021,15/05/2000,3221240,Laura Mckee,1529.83,152.98,1682.81,"[[""08/08/2012"", ""revolutionize strategic networks"", 484.99], [""26/01/2023"", ""e-enable impactful models"", 273.37], [""21/07/1997"", ""generate plug-and-play partnerships"", 294.36], [""17/06/2010"", ""synergize front-end relationships"", 112.32], [""20/08/2022"", ""e-enable cutting-edge web-readiness"", 364.79]]"
8624439,Smith-Mendez Pty Ltd,"301 Collins Loop Suite 247, Lauraside, ID 86199","2579 Carroll Burg Suite 209, Coopermouth, WI 73818",d464a0ec-6e57-473d-a487-a95c43b6706a,26/03/2022,03/04/2000,3831591,Jeremiah Tran,1961.3,196.13,2157.43,"[[""16/11/1999"", ""envisioneer innovative niches"", 452.28], [""06/10/2005"", ""aggregate dot-com bandwidth"", 452.83], [""10/09/2006"", ""morph cutting-edge niches"", 271.47], [""14/03/1997"", ""disintermediate plug-and-play info-mediaries"", 483.64], [""04/07/1995"", ""engage impactful schemas"", 301.08]]"
35308797991,"Scott, Hall and Wallace Pty Ltd","610 Jessica Mountains Apt. 683, South Robertchester, IL 55758","5912 Kim Ramp Suite 328, Port Sheila, CA 66726",952f3623-7050-46ec-89ce-fc7f4bcd4fa8,26/04/2007,10/11/2004,5952094,Joshua Welch,1029.93,102.99,1132.92,"[[""27/07/2000"", ""seize wireless interfaces"", 6.14], [""13/12/2016"", ""grow 24/7 applications"", 494.09], [""24/09/2006"", ""orchestrate rich relationships"", 325.74], [""30/12/2021"", ""e-enable virtual technologies"", 203.96]]"
59774217783,Chapman Inc Pty Ltd,"01762 Melinda Vista Apt. 658, North Kimberlyside, GA 51042","26816 David Locks, Bradyton, RI 49422",4d0660bb-558d-48e7-815b-255259e61dda,15/05/2002,07/02/2003,9915431,Rachael Evans,1125.0,112.5,1237.5,"[[""16/10/1997"", ""exploit robust models"", 213.88], [""29/07/1995"", ""re-contextualize holistic action-items"", 492.09], [""22/12/2017"", ""facilitate real-time partnerships"", 188.68], [""05/10/2012"", ""drive proactive metrics"", 230.35]]"
60857784441,"Wade, Wiley and Garcia Pty Ltd","95060 Riddle Branch, Noblebury, KS 08490","7404 David Mall, Gonzalezmouth, ID 95642",7f15ac95-5545-41ae-ad8c-73fc30bfd937,19/09/2015,07/08/2005,787375,Christopher Becker,485.92,48.59,534.51,"[[""24/06/2015"", ""maximize sticky web services"", 397.14], [""03/04/2003"", ""engineer plug-and-play synergies"", 88.78]]"
46420034815,Riley and Sons Pty Ltd,"04162 Philip Village Apt. 000, Lake Sarahberg, ND 21201","65054 Todd Center, Atkinsbury, IA 66036",ea8adf56-3262-41ca-8d2b-9be14079e5f0,21/08/1997,06/05/2020,740564,Jason Powell,539.13,53.91,593.04,"[[""23/09/2020"", ""e-enable scalable portals"", 70.63], [""02/11/2010"", ""aggregate magnetic e-services"", 342.68], [""17/06/1998"", ""cultivate virtual markets"", 125.82]]"
61366216753,"Martinez, French and Lopez Pty Ltd","762 John Flats, South Maryton, RI 43429","57766 Mary Ville Apt. 061, South Christine, NY 48002",9857c31b-ce23-42fa-a560-cbc7ae4ee1a4,27/07/2006,11/02/2004,4408833,Sean Phillips,590.14,59.01,649.15,"[[""30/07/2011"", ""visualize dynamic applications"", 409.79], [""01/06/2014"", ""incentivize distributed mindshare"", 180.35]]"
39100341920,"Silva, Miller and Giles Pty Ltd","630 Cabrera Meadow, North Joseph, FL 35520","48993 Steven Locks, Millsbury, OH 79875",f4a9c538-32e3-458d-b159-9e5712c3e6d0,15/11/2017,15/04/2012,4250723,Tara Winters,1195.28,119.53,1314.81,"[[""27/11/2012"", ""synthesize customized web-readiness"", 430.9], [""27/04/2002"", ""architect value-added channels"", 373.41], [""09/04/2009"", ""iterate best-of-breed partnerships"", 230.62], [""17/10/2019"", ""architect impactful architectures"", 160.35]]"
45785045390,"Lawrence, Martin and Rogers Pty Ltd","4258 Kristina Mountain Suite 123, Carrollhaven, VA 75513","54122 Jose Street Apt. 262, Port Rachel, CO 96059",7b56af10-012c-4f59-b783-c6f7f58b28f0,23/03/2019,26/06/2011,4968583,Tiffany Baker,1248.44,124.84,1373.28,"[[""06/09/2004"", ""reinvent virtual e-tailers"", 348.43], [""13/06/2001"", ""architect e-business synergies"", 382.75], [""27/09/2019"", ""orchestrate rich supply-chains"", 290.65], [""11/04/2014"", ""leverage holistic metrics"", 1.5], [""07/05/2021"", ""optimize B2C platforms"", 225.11]]"
8476068336,Livingston-Torres Pty Ltd,"USNV Lam, FPO AA 20564","56802 Shawn Estates, Rhondafurt, ND 58009",6acaf8a2-b130-4331-bce0-c76e8788b413,04/05/2003,27/08/2022,6627461,Tammy Bradley,1157.19,115.72,1272.91,"[[""10/12/2013"", ""orchestrate vertical paradigms"", 353.91], [""25/01/2008"", ""deploy holistic metrics"", 3.08], [""06/04/2003"", ""re-contextualize cutting-edge supply-chains"", 437.78], [""13/07/2021"", ""redefine transparent interfaces"", 362.42]]"
39215215190,Boyd and Sons Pty Ltd,"39669 John Parks Apt. 184, South Michelle, VT 73590","359 Alexander Square, Blakechester, MP 34543",a7ab2cd6-04ff-48af-8b6b-e7bafc368911,10/02/2009,25/12/1997,3183558,Joel Johnson,824.39,82.44,906.83,"[[""21/10/1997"", ""embrace synergistic e-tailers"", 192.73], [""30/11/2011"", ""facilitate back-end e-business"", 354.02], [""31/08/1995"", ""harness seamless experiences"", 1.45], [""15/05/2002"", ""seize impactful markets"", 241.43], [""28/02/2022"", ""visualize cross-platform web services"", 34.76]]"
51189695014,Ferrell PLC Pty Ltd,"05033 Walter Trafficway Suite 088, North Kelly, MI 97102","500 Morris Haven, Brayborough, AK 54466",8542ca37-bdde-402f-bde1-4e0badf37b65,03/07/2016,20/07/2002,5777129,Hector Jones,155.71,15.57,171.28,"[[""05/07/1998"", ""evolve bleeding-edge platforms"", 155.71]]"
78816222938,"Wilson, Brown and Sullivan Pty Ltd","11782 Kenneth Grove, Port Kimberlyfort, PA 50682","1881 Heather Unions, East Jessica, PR 91013",ef07fb39-59ba-4c23-b100-90f50d1fd8d9,12/12/2011,20/09/2017,4485428,Christopher Hanson,1042.01,104.2,1146.21,"[[""26/02/2015"", ""exploit transparent bandwidth"", 163.2], [""05/04/2019"", ""transition strategic e-services"", 42.91], [""08/05/2011"", ""engineer world-class functionalities"", 155.08], [""11/03/2020"", ""generate scalable niches"", 269.09], [""30/01/2021"", ""engage viral methodologies"", 411.73]]"
28423132139,Daniels-Cooper Pty Ltd,"2849 Tracy Crescent, Richardstown, IN 08424","881 Richard Garden, Jenniferbury, WY 32512",73da1377-bdb7-4fe3-b5a1-9e0377fec145,16/06/2008,13/07/2003,8715447,Adam Hale,863.42,86.34,949.76,"[[""30/05/1996"", ""streamline efficient deliverables"", 139.67], [""20/10/2010"", ""enable impactful channels"", 219.99], [""14/10/2012"", ""streamline integrated synergies"", 425.53], [""25/03/2020"", ""deliver out-of-the-box e-business"", 70.15], [""26/01/2018"", ""enhance open-source action-items"", 8.08]]"
76394030775,Smith-Swanson Pty Ltd,"60231 Martinez Square, Carlosville, VA 77365","621 Veronica Gateway, Lewisshire, TN 26791",e1999a21-29ab-489f-bd2e-3899498be9b7,11/02/2020,02/01/1999,5850681,Robert King,118.7,11.87,130.57,"[[""08/05/2000"", ""envisioneer vertical metrics"", 118.7]]"
30008777474,Edwards-Martinez Pty Ltd,"USCGC Murphy, FPO AP 79532","40377 Clark Pines, South Ryanfort, AK 56605",dea87b62-421d-4429-a14f-b9156a5b6c16,06/08/1993,12/07/2020,1201274,Jason Powell,1092.5,109.25,1201.75,"[[""03/04/1997"", ""enable clicks-and-mortar e-tailers"", 155.78], [""24/04/2005"", ""unleash plug-and-play metrics"", 66.34], [""17/10/2009"", ""implement best-of-breed vortals"", 164.35], [""21/10/2006"", ""incentivize web-enabled synergies"", 283.58], [""26/09/2008"", ""streamline transparent convergence"", 422.45]]"
43820088099,Ray and Sons Pty Ltd,"809 Elizabeth Crescent Apt. 637, New Jackieville, TN 48377","781 Keith Union, New Veronicatown, GA 59245",e93d717f-8834-4876-aef3-670d27c5b8e0,17/08/2007,29/03/2003,5478372,Joseph Harvey,855.72,85.57,941.29,"[[""02/09/2019"", ""incubate ubiquitous technologies"", 109.15], [""15/06/1993"", ""enable proactive platforms"", 190.98], [""09/04/1996"", ""streamline virtual users"", 19.72], [""04/11/2021"", ""seize 24/365 e-business"", 286.4], [""06/11/2017"", ""reinvent compelling technologies"", 249.47]]"
77866660574,Miller-Adams Pty Ltd,"7606 Dustin Drive Suite 290, Lake Lisa, IA 76702","5668 Deborah Cove, Schneiderchester, VI 99035",091a676a-1320-490e-959a-a7a92552c430,03/02/2010,04/07/2008,1490646,Laura Perry,1217.68,121.77,1339.45,"[[""28/12/1998"", ""unleash mission-critical deliverables"", 437.32], [""06/04/2014"", ""deliver end-to-end paradigms"", 331.85], [""07/10/2004"", ""implement transparent solutions"", 19.65], [""16/03/2008"", ""revolutionize clicks-and-mortar bandwidth"", 428.86]]"
53955056857,Morrow-Smith Pty Ltd,"35234 Jerry Mount Suite 385, Brandonmouth, IA 06260","7052 Felicia Extension, Valerietown, NV 91045",f266a4e1-a864-470e-8400-a04e5612339c,30/09/1994,06/09/2005,7127189,Linda Shaw,79.42,7.94,87.36,"[[""15/11/1994"", ""streamline front-end e-services"", 79.42]]"
19538582803,"Nelson, Ramirez and Lee Pty Ltd","437 Kennedy Glen Apt. 296, Diazland, AS 47388","189 Rowland Passage Apt. 367, Petersenbury, NV 56572",e4d08721-0f66-4ac0-b5b3-4a42afd1a146,13/04/2000,25/03/2000,9941962,Mary Jackson,503.37,50.34,553.71,"[[""07/03/2009"", ""envisioneer efficient communities"", 157.25], [""13/09/1999"", ""exploit vertical relationships"", 27.14], [""29/01/2005"", ""deliver dot-com experiences"", 45.34], [""04/02/2012"", ""exploit best-of-breed relationships"", 273.64]]"
9318448853,Doyle-Grant Pty Ltd,"748 Price Common Apt. 032, Lake Jorgefort, IL 45326","938 Sarah Flats Apt. 606, Davisfurt, MT 57257",a4775728-8108-4540-b9aa-e62f30874619,03/04/2000,19/08/2021,2376519,Tammie Campbell,1731.79,173.18,1904.97,"[[""11/05/2005"", ""drive cross-platform solutions"", 498.28], [""04/02/2010"", ""harness next-generation metrics"", 484.81], [""07/01/2015"", ""benchmark cutting-edge methodologies"", 418.31], [""24/02/2006"", ""reinvent customized content"", 330.39]]"
70846926781,"Vaughn, Baker and Roberts Pty Ltd","Unit 8115 Box 8346, DPO AA 55745","785 Kathy Neck, Lake Janetbury, MT 66128",364f74ab-57d4-4b43-ae24-429edd69a7ec,13/10/1997,16/03/2022,7671523,Emma Smith,1088.22,108.82,1197.04,"[[""15/02/2003"", ""matrix strategic e-services"", 336.6], [""19/07/2006"", ""revolutionize customized communities"", 367.92], [""29/07/1999"", ""synthesize efficient markets"", 383.7]]"
50664532403,Gates-Smith Pty Ltd,"8398 Johnson Extensions Suite 263, New Samanthahaven, CT 71455","6137 Brown Circles, East Stevenbury, AK 58533",dc8b4811-6e62-4726-8957-a0c60e1f2eb8,27/01/2023,14/01/2000,7949617,Mary Mcgee,1133.14,113.31,1246.45,"[[""22/09/2019"", ""incubate holistic functionalities"", 418.06], [""04/02/2013"", ""reinvent strategic architectures"", 236.91], [""04/11/2009"", ""cultivate e-business platforms"", 189.78], [""20/11/2021"", ""envisioneer innovative communities"", 288.39]]"
81027774403,"Navarro, Mays and Valencia Pty Ltd","3089 Scott Pines, North Michael, WV 51744","77397 Stone Harbors, Bryantstad, MP 10561",88b2c582-6f98-4db1-a7b7-c84e53b81d3e,15/12/2003,26/02/2010,1309788,David Franklin,958.74,95.87,1054.61,"[[""08/05/1994"", ""optimize vertical synergies"", 35.07], [""09/04/2004"", ""reinvent dot-com mindshare"", 480.21], [""09/04/1993"", ""grow global technologies"", 443.46]]"
90845069933,Brown-Clark Pty Ltd,"146 Anthony Ville Apt. 631, East Bradport, GU 33467","147 House Divide Suite 295, Chelseaberg, HI 45096",1694f2f3-69ca-47c2-81f8-4c24e5d38a3c,17/05/2005,30/11/2005,8364919,Jennifer Duncan,951.64,95.16,1046.8,"[[""18/09/2012"", ""drive e-business e-tailers"", 375.25], [""18/07/2013"", ""re-intermediate efficient web-readiness"", 187.6], [""12/01/1995"", ""aggregate front-end e-commerce"", 388.79]]"
32689689909,Gonzalez-Bowen Pty Ltd,"15501 Samuel Falls, Harmonton, DC 56597","60948 Peterson Extension Apt. 773, Port Elijah, OK 15866",a363d23e-f30d-4d40-952f-c725deaa0772,15/02/2004,10/08/1999,5959266,Hannah Mcneil,917.09,91.71,1008.8,"[[""27/04/2013"", ""matrix strategic e-commerce"", 417.76], [""28/11/2019"", ""repurpose killer users"", 193.6], [""07/01/1999"", ""utilize clicks-and-mortar relationships"", 256.93], [""29/05/2015"", ""extend best-of-breed eyeballs"", 39.99], [""08/09/2004"", ""brand rich bandwidth"", 8.81]]"
96553398200,Ortega PLC Pty Ltd,"310 Gabriel Mission Apt. 291, Montoyahaven, FM 20038","PSC 2432, Box 6172, APO AE 52611",3483f13a-7398-4729-b445-3354e699270f,27/01/1995,07/11/2011,4607677,Jeff Frank,1907.57,190.76,2098.33,"[[""29/05/1999"", ""exploit front-end e-markets"", 430.37], [""27/10/1994"", ""expedite scalable relationships"", 402.77], [""22/02/2010"", ""leverage efficient e-business"", 319.45], [""17/06/1998"", ""aggregate compelling communities"", 475.92], [""18/08/2000"", ""architect compelling action-items"", 279.06]]"
49873054069,Terry and Sons Pty Ltd,"20755 Chavez Junction, Ericksonfurt, PA 67494","230 Elizabeth Glens, East Charles, IA 85657",4a1d10b1-f6a2-4491-9621-40c6d9006439,26/04/2009,09/11/1994,8153422,Tracey Andrews,1576.14,157.61,1733.75,"[[""01/02/2022"", ""reinvent viral paradigms"", 318.8], [""25/03/2006"", ""engineer innovative functionalities"", 381.79], [""04/02/2001"", ""engineer proactive infrastructures"", 379.1], [""02/06/2021"", ""engage collaborative platforms"", 496.45]]"
58329561581,Villarreal Group Pty Ltd,"728 Brandy Grove, Lake Christina, IN 06945","17385 Jacob Trail Apt. 214, East Brittanyfort, MI 44597",f2c52454-3e87-4d61-ac8d-db5abdf101f2,30/04/2020,20/03/2018,3630073,Heather Murray,28.83,2.88,31.71,"[[""14/03/2018"", ""transform value-added users"", 28.83]]"
34994076501,Sullivan Inc Pty Ltd,"70330 Lopez Trail, Buckshire, WI 62165","PSC 4213, Box 0342, APO AP 96318",b4fcf863-2a9c-48cd-b7ec-9ecc55e0d5a2,21/09/2014,18/10/2015,3956991,Carolyn Shepherd,1115.41,111.54,1226.95,"[[""20/11/2009"", ""empower revolutionary convergence"", 243.77], [""24/09/1993"", ""target wireless infrastructures"", 487.76], [""04/01/2000"", ""visualize global solutions"", 383.88]]"
98846055440,Moore LLC Pty Ltd,"5490 Shah Row, Lake Amanda, DC 59459","PSC 9362, Box 6621, APO AE 72040",3ae1c518-c4fb-4496-897e-7b781d04621c,28/08/2018,23/04/2019,8623735,Linda Jenkins,346.79,34.68,381.47,"[[""18/12/2005"", ""innovate clicks-and-mortar eyeballs"", 178.66], [""13/08/2009"", ""redefine virtual models"", 53.69], [""25/04/2002"", ""evolve impactful vortals"", 114.44]]"
80219685829,"Murphy, Avila and Holmes Pty Ltd","4342 Laura Field Apt. 883, Port Oscarchester, RI 02644","908 Kayla Extension, Blevinston, NC 98505",d38b7fba-c7b6-4e03-aa68-81b1bf9fe729,08/09/2007,14/05/2022,9560654,Christine Evans,1343.15,134.32,1477.47,"[[""10/03/2008"", ""iterate innovative content"", 314.73], [""29/11/2008"", ""exploit distributed eyeballs"", 113.1], [""06/06/2009"", ""innovate customized e-commerce"", 123.05], [""02/09/2007"", ""expedite robust relationships"", 411.56], [""07/06/2016"", ""deliver 24/7 systems"", 380.71]]"
4724496058,Harris-Wood Pty Ltd,"5724 Brandon Forks Apt. 813, Port Stephanie, VI 70160","29966 Karen Drives Apt. 196, Port Amy, NV 95640",03f91e04-fdc3-4fc4-aa57-53f8c2dc0ced,28/03/2016,30/05/1995,4433349,Eric Morton,1288.5,128.85,1417.35,"[[""16/11/2015"", ""evolve web-enabled architectures"", 450.42], [""08/03/2008"", ""enhance scalable e-tailers"", 193.7], [""02/12/1997"", ""optimize back-end web-readiness"", 248.96], [""15/05/2008"", ""architect visionary eyeballs"", 292.18], [""16/04/2007"", ""unleash leading-edge convergence"", 103.24]]"
87506928034,"Gonzales, Gonzalez and West Pty Ltd","7835 Paul Knoll Suite 026, Stevenburgh, TN 11329","137 Jesse Avenue Suite 990, Cookburgh, AK 35127",23f950aa-55e8-4ea9-bd63-c767e030b5f8,25/08/1996,07/01/2004,842402,Alisha Wallace,558.37,55.84,614.21,"[[""04/07/2006"", ""enhance cross-platform ROI"", 92.98], [""06/09/2009"", ""facilitate customized convergence"", 179.9], [""30/10/1993"", ""deliver scalable architectures"", 147.72], [""04/03/2004"", ""aggregate open-source bandwidth"", 137.77]]"
56682783719,"Greene, Johnson and Snyder Pty Ltd","60479 Tammy Parks, Jessicatown, ME 39542","75580 Boyer Circles Apt. 578, Gonzalesview, LA 06897",eb068c72-b48f-49d7-b042-50ba5ca54a99,03/04/2009,17/05/2011,8398040,Victor George,411.65,41.16,452.81,"[[""15/09/2006"", ""repurpose turn-key channels"", 261.11], [""12/11/2000"", ""iterate transparent supply-chains"", 150.54]]"
72318812264,Molina PLC Pty Ltd,"063 Hernandez Lakes, East Travis, MH 37312","9040 John Via, Smithberg, WA 57340",91a0534d-37d7-4d1b-989c-0033aaa868e6,05/07/2013,16/01/2011,2817157,Julie Curtis,518.93,51.89,570.82,"[[""28/04/2003"", ""evolve value-added deliverables"", 337.4], [""07/06/2014"", ""deploy efficient schemas"", 181.53]]"
52718456376,Tate-Gamble Pty Ltd,"8892 Richardson Isle Suite 704, South Leah, TX 59830","846 Jon Road, Kellyton, PR 96300",a6a44c76-233f-4dfa-8653-71fc4d723865,31/03/2009,06/11/2022,569663,Michael Jenkins,86.13,8.61,94.74,"[[""17/12/1995"", ""evolve enterprise models"", 86.13]]"
31354380278,"Espinoza, White and Herman Pty Ltd","83554 Allen Burg Suite 827, Port Marymouth, OR 17471","PSC 7037, Box 8948, APO AE 59038",5594f7b1-6874-4cf6-b220-a867c1bc877c,29/09/1998,02/11/1997,2088724,Susan Knight,1080.26,108.03,1188.29,"[[""08/10/2014"", ""matrix bleeding-edge web services"", 371.75], [""01/07/2021"", ""facilitate out-of-the-box eyeballs"", 382.32], [""17/09/2007"", ""aggregate visionary infrastructures"", 326.19]]"
17901449798,"Wilkins, Powell and Martinez Pty Ltd","6445 Eddie Lights, North Courtney, DC 91326","75384 Johnson Ridges, Howardbury, MI 68183",6de0755a-51b3-4cf1-98dc-209392733977,15/08/2016,30/10/2005,5672695,Jason Robbins,152.88,15.29,168.17,"[[""09/02/2001"", ""visualize interactive applications"", 152.88]]"
66064138174,"Clark, Cooper and Gonzalez Pty Ltd","100 Cooke Dam, Fosterside, AZ 08436","592 Lawrence Village, Lake Heather, AK 72307",63738006-7f28-4b3e-bf92-a4806ff41e49,23/07/1994,05/08/2022,9854996,Jose Reid,1323.83,132.38,1456.21,"[[""08/06/2018"", ""brand mission-critical channels"", 231.53], [""17/12/2015"", ""optimize scalable experiences"", 453.29], [""13/09/1998"", ""target customized applications"", 306.93], [""02/03/2004"", ""visualize strategic web services"", 332.08]]"
99084439356,Gordon LLC Pty Ltd,"837 Moody Knolls, West David, DE 79811","Unit 6081 Box 2684, DPO AP 76700",9eae7c64-5307-4e9b-b52c-d0be5e789c03,20/11/2013,13/05/2002,1839956,Brandi Lee,908.07,90.81,998.88,"[[""11/01/1994"", ""synthesize plug-and-play vortals"", 229.59], [""02/09/2013"", ""enhance frictionless channels"", 174.17], [""14/04/2001"", ""reinvent transparent platforms"", 103.56], [""13/02/2007"", ""mesh ubiquitous e-commerce"", 400.75]]"
83464589062,Douglas Ltd Pty Ltd,"2892 Lisa Meadows, West Meghanhaven, AK 07725","7370 April Highway Suite 897, East Angel, FM 41416",7074792c-8830-44a1-831e-bb3eaa50c00d,23/08/2009,06/05/2022,6849702,Tanya Duncan,510.6,51.06,561.66,"[[""28/08/2014"", ""incentivize rich content"", 17.82], [""04/02/2021"", ""engage interactive systems"", 454.42], [""01/04/1996"", ""embrace vertical eyeballs"", 38.36]]"
2209041982,"Walters, Romero and Garza Pty Ltd","55656 Wilcox Ridge, New Nancy, CA 48875","633 Webb Fork Apt. 722, Arnoldburgh, NH 49738",d97c8332-950a-43c8-b28a-03d176eb9753,16/08/2002,09/02/2005,4608086,James Anderson,1218.12,121.81,1339.93,"[[""02/06/2006"", ""empower integrated bandwidth"", 452.9], [""18/10/1993"", ""integrate granular methodologies"", 493.4], [""27/11/1993"", ""scale 24/7 metrics"", 271.82]]"
