issuer,issuer_address,issuer_number,business_code,invoice_n,date,billed_to,email,website,deadline,data,subtotal,tax,total
Wagner-Huffman,"6697 Phillips Courts Apt. 763
Freemanmouth, AS 89623",190-972-5082,409042433 752950885 557350918,85667,2020-08-23,Emily Trujillo,solisnatalie@example.net,http://www.green.info/,20,"[[""unleash world-class eyeballs"", 427.3, 5, 2136.5], [""cultivate interactive e-tailers"", 215.4, 5, 1077.0], [""architect killer architectures"", 100.46, 7, 703.2199999999999], [""reinvent e-business networks"", 202.4, 4, 809.6], [""revolutionize B2C users"", 346.03, 6, 2076.18]]",6802.5,1331.73,8134.23
Cooper Inc,"88803 Tate Views
Lake Timothyfurt, PW 19102",001-561-447-6626x876,781674969 790936885 671569802,46460,2021-05-20,James Jimenez,alan51@example.com,http://kelly.com/,60,"[[""generate e-business web services"", 419.59, 6, 2517.54], [""aggregate cross-platform web services"", 460.26, 7, 3221.8199999999997], [""embrace real-time web services"", 159.1, 3, 477.29999999999995], [""transition magnetic technologies"", 176.21, 6, 1057.26], [""benchmark wireless portals"", 478.36, 4, 1913.44], [""repurpose interactive paradigms"", 197.38, 1, 197.38], [""deploy cross-media deliverables"", 155.36, 5, 776.8000000000001], [""disintermediate global schemas"", 352.22, 10, 3522.2000000000003], [""engineer turn-key communities"", 42.2, 5, 211.0], [""deliver 24/7 platforms"", 387.03, 6, 2322.18]]",16216.92,959.23,17176.15
"Olsen, Pugh and Santos","8486 Guerrero Tunnel Apt. 445
West Lauren, IL 37805",457-736-9165x33574,468746243 488567058 363480167,29218,2020-02-09,Robert Barton,bhatfield@example.org,https://thomas-nolan.com/,46,"[[""unleash B2C schemas"", 127.53, 1, 127.53], [""visualize proactive bandwidth"", 168.66, 3, 505.98], [""deliver strategic e-services"", 419.99, 2, 839.98], [""re-intermediate best-of-breed web services"", 10.38, 9, 93.42], [""visualize efficient mindshare"", 24.12, 9, 217.08], [""deliver bleeding-edge ROI"", 236.48, 9, 2128.3199999999997], [""engage visionary users"", 232.37, 4, 929.48], [""matrix extensible technologies"", 448.86, 5, 2244.3], [""integrate cross-media networks"", 399.83, 6, 2398.98], [""re-contextualize compelling mindshare"", 146.01, 5, 730.05]]",10215.119999999999,660.77,10875.89
Reed Ltd,"47049 Smith Run Suite 564
Millerborough, AK 96333",(976)281-8915x3116,120699045 249054566 315260671,66644,2020-08-25,Andrew Miller,leonsherry@example.org,https://guerra.com/,19,"[[""cultivate vertical content"", 258.67, 4, 1034.68], [""strategize value-added mindshare"", 313.01, 9, 2817.09], [""e-enable sticky communities"", 290.94, 1, 290.94]]",4142.71,292.47,4435.18
"Butler, Sutton and Norman","51908 Michael Walk Suite 235
Jasonstad, KS 61598",882.658.4337,643433800 293188726 763617772,95627,2018-07-24,Patrick Stout,abigailhansen@example.net,https://www.lee-ramirez.com/,35,"[[""utilize cutting-edge supply-chains"", 41.64, 5, 208.2], [""redefine revolutionary markets"", 395.48, 8, 3163.84], [""embrace global eyeballs"", 219.37, 9, 1974.33], [""leverage customized functionalities"", 315.18, 8, 2521.44], [""benchmark wireless synergies"", 481.04, 3, 1443.1200000000001], [""envisioneer world-class systems"", 227.5, 5, 1137.5], [""enable interactive bandwidth"", 449.03, 9, 4041.2699999999995], [""whiteboard extensible web-readiness"", 344.57, 9, 3101.13], [""synergize B2B users"", 356.76, 6, 2140.56], [""engage user-centric networks"", 292.46, 10, 2924.6]]",22655.99,2619.95,25275.940000000002
Richard and Sons,"698 Nicole Land
Robinsonburgh, DC 35159",(972)966-0376x736,217580268 983381187 608284370,37497,2022-06-09,James Wilson,kathyescobar@example.net,http://www.martinez-gardner.com/,13,"[[""strategize integrated action-items"", 304.62, 3, 913.86], [""exploit frictionless metrics"", 154.28, 10, 1542.8], [""transition 24/7 relationships"", 413.48, 3, 1240.44], [""transition out-of-the-box schemas"", 184.23, 7, 1289.61], [""whiteboard world-class content"", 108.2, 1, 108.2], [""productize scalable functionalities"", 326.63, 2, 653.26], [""target out-of-the-box applications"", 77.86, 3, 233.57999999999998], [""reinvent B2C architectures"", 154.67, 5, 773.3499999999999], [""incubate e-business paradigms"", 143.68, 3, 431.04], [""syndicate wireless applications"", 405.1, 6, 2430.6000000000004]]",9616.740000000002,1640.25,11256.990000000002
Hall Group,"86817 Michael Ranch
Lake Joshua, VT 35727",001-577-660-6156,596415088 631846145 405145191,85005,2020-07-17,Steven Gonzalez,ghouston@example.com,https://www.hicks.com/,56,"[[""integrate distributed e-markets"", 340.17, 9, 3061.53], [""matrix global solutions"", 157.22, 10, 1572.2], [""cultivate wireless channels"", 334.57, 1, 334.57]]",4968.3,751.58,5719.88
Reynolds and Sons,"5952 Haynes Ridge Suite 018
Port Rachel, DE 64072",313-306-1228,426924435 729457173 894287843,38357,2019-03-06,Amanda Patton,logan31@example.com,http://www.fletcher.com/,29,"[[""utilize interactive eyeballs"", 92.58, 1, 92.58], [""matrix mission-critical platforms"", 215.5, 7, 1508.5]]",1601.08,319.3,1920.3799999999999
"Meyer, Gilmore and Parker","6999 Anderson Ports Apt. 896
New Glenn, FM 71668",6740510324,323997949 875129032 159316992,51955,2022-03-18,Nicole Mcknight,daviesbrian@example.org,http://www.hogan.com/,12,"[[""engage real-time schemas"", 151.14, 7, 1057.98], [""scale web-enabled interfaces"", 74.26, 1, 74.26], [""engage customized deliverables"", 314.33, 5, 1571.6499999999999], [""incentivize holistic infrastructures"", 180.71, 7, 1264.97], [""incubate front-end e-tailers"", 15.94, 10, 159.4], [""brand viral e-tailers"", 29.14, 7, 203.98000000000002]]",4332.24,613.32,4945.5599999999995
Berg Group,"547 Gonzalez Mall
Port Wyatt, TX 23389",878.494.8708,384088288 352299287 643688072,26768,2021-06-18,Elizabeth Chavez,reeveslori@example.org,https://valentine.biz/,56,"[[""engage cross-media platforms"", 183.13, 2, 366.26], [""cultivate rich users"", 331.67, 9, 2985.03], [""strategize scalable technologies"", 434.88, 6, 2609.2799999999997], [""brand 24/7 eyeballs"", 334.96, 7, 2344.72]]",8305.289999999999,1389.64,9694.929999999998
Cruz-Summers,"82930 Morris Walks Apt. 910
South Michaeltown, NM 20870",001-144-576-4599,419680125 644793077 971097475,68211,2022-07-23,Daniel Hoffman,warrenpatrick@example.com,https://rogers.org/,15,"[[""whiteboard next-generation content"", 419.62, 2, 839.24], [""orchestrate 24/7 eyeballs"", 85.31, 9, 767.79], [""transform impactful portals"", 163.05, 9, 1467.45]]",3074.48,591.7,3666.1800000000003
Gonzales PLC,"7833 Madison Gateway
Anthonymouth, NY 53279",274-440-5338,304800948 259755397 627255879,24972,2021-04-12,Kathleen Brown,joshuafranklin@example.net,https://www.mejia.com/,3,"[[""re-contextualize bricks-and-clicks markets"", 360.01, 5, 1800.05], [""evolve granular infrastructures"", 122.58, 8, 980.64], [""leverage granular systems"", 324.25, 2, 648.5], [""matrix next-generation paradigms"", 209.68, 3, 629.04], [""innovate back-end info-mediaries"", 41.42, 3, 124.26], [""synergize one-to-one convergence"", 341.36, 10, 3413.6000000000004], [""repurpose global networks"", 453.04, 6, 2718.2400000000002], [""expedite user-centric architectures"", 32.92, 10, 329.20000000000005], [""re-intermediate holistic portals"", 37.67, 6, 226.02]]",10869.550000000001,650.0,11519.550000000001
Harris Ltd,"PSC 1493, Box 6915
APO AP 74568",+1-438-215-3413x7862,930088169 597425699 801500492,82777,2022-08-12,Nathan Sullivan,floresjennifer@example.com,http://www.malone.com/,40,"[[""transform robust relationships"", 115.7, 10, 1157.0], [""revolutionize synergistic communities"", 462.61, 3, 1387.83], [""iterate virtual web-readiness"", 167.91, 9, 1511.19]]",4056.02,557.93,4613.95
"Rivera, Smith and White","49896 Billy Dam
Chadburgh, VI 17999",001-188-961-9365,814442258 319579073 349964711,47481,2019-03-17,Kathryn Randolph,changjennifer@example.org,https://www.cortez.info/,1,"[[""drive transparent infrastructures"", 450.74, 3, 1352.22], [""benchmark extensible vortals"", 130.88, 3, 392.64], [""facilitate virtual functionalities"", 362.03, 9, 3258.2699999999995]]",5003.129999999999,347.66,5350.789999999999
Wise-Tucker,"15200 Jenna Throughway Suite 686
West Williamburgh, VI 97099",646.620.1411,318659927 423684499 337513421,60374,2022-09-18,Courtney Cohen,dthompson@example.net,http://www.jones.biz/,19,"[[""architect synergistic e-markets"", 51.34, 2, 102.68], [""grow distributed mindshare"", 448.52, 6, 2691.12]]",2793.7999999999997,542.11,3335.91
"Padilla, Fox and Deleon","1963 Woodward Village
Port Kimberlyfort, LA 72441",001-752-194-1153x627,386368769 235991328 554387303,69547,2020-10-30,Sharon Drake,nicole24@example.org,https://www.arnold.com/,48,"[[""streamline revolutionary eyeballs"", 197.95, 7, 1385.6499999999999], [""deliver revolutionary models"", 196.05, 4, 784.2], [""incubate leading-edge mindshare"", 13.09, 4, 52.36], [""disintermediate collaborative e-markets"", 86.17, 2, 172.34], [""deliver world-class paradigms"", 142.2, 4, 568.8], [""enable clicks-and-mortar solutions"", 458.98, 4, 1835.92]]",4799.27,621.87,5421.14
Horton-Ellison,"985 Floyd Mount
Lake Abigailchester, KY 58265",319-621-1827x6216,693949620 514217720 411569600,93334,2023-02-15,Tiffany Smith,brobertson@example.com,https://www.rowe.com/,12,"[[""orchestrate efficient architectures"", 31.97, 3, 95.91], [""scale frictionless metrics"", 485.43, 6, 2912.58], [""repurpose real-time info-mediaries"", 45.39, 2, 90.78]]",3099.27,321.11,3420.38
"Roy, Richardson and Martin","28513 Charles Valleys
North Duane, MP 32428",+1-837-098-0316x40079,531841804 524651627 641571757,61744,2022-04-16,Brooke Benton,sparksvanessa@example.org,https://bailey.com/,45,"[[""grow distributed e-markets"", 408.11, 10, 4081.1000000000004], [""seize vertical interfaces"", 377.41, 3, 1132.23], [""empower world-class initiatives"", 303.78, 5, 1518.8999999999999], [""visualize plug-and-play initiatives"", 288.42, 4, 1153.68]]",7885.91,1409.05,9294.96
Peterson-Davis,"41324 Anthony Radial
South Rebekahburgh, OK 23755",001-493-977-7179,835212906 958341665 125059247,87304,2022-12-14,Tami Farrell,scottturner@example.com,http://www.williams-mayo.info/,60,"[[""revolutionize ubiquitous partnerships"", 474.18, 5, 2370.9], [""incubate clicks-and-mortar e-commerce"", 198.25, 7, 1387.75], [""empower mission-critical mindshare"", 356.98, 5, 1784.9], [""seize 24/7 e-commerce"", 234.66, 8, 1877.28], [""aggregate proactive e-tailers"", 306.04, 1, 306.04], [""repurpose e-business markets"", 470.01, 10, 4700.1], [""engineer B2B e-markets"", 267.43, 10, 2674.3]]",15101.27,2327.68,17428.95
"Spencer, Johnson and Love","770 Robert Fort Apt. 748
Port Breannaton, NJ 84445",(908)242-7327x38238,969422263 685072299 948453785,74674,2023-02-28,Charles Jefferson,jordanedward@example.com,http://www.cooper.com/,28,"[[""unleash scalable interfaces"", 429.19, 5, 2145.95], [""mesh B2B web services"", 327.36, 8, 2618.88], [""brand cross-platform systems"", 363.31, 8, 2906.48], [""enable cross-platform e-tailers"", 487.33, 5, 2436.65], [""utilize clicks-and-mortar e-services"", 79.65, 3, 238.95000000000002]]",10346.91,1768.37,12115.279999999999
Allen-Cruz,"89880 Maria Gardens Suite 568
Port Alan, DC 06284",162-482-3616,843835960 610598174 379250521,44847,2021-04-05,Leah Meadows,huffmanrobert@example.com,https://www.stone-gay.com/,26,"[[""productize innovative deliverables"", 489.99, 7, 3429.9300000000003], [""re-intermediate open-source networks"", 176.16, 3, 528.48]]",3958.4100000000003,347.53,4305.9400000000005
Keith-Schultz,"8349 Sanders Mountain Suite 013
Cooperbury, AZ 21714",741.770.4966x76502,827215191 806292769 738659949,32943,2018-04-26,Katherine Taylor,cory26@example.com,https://www.williams.com/,34,"[[""productize global eyeballs"", 252.42, 3, 757.26], [""extend compelling schemas"", 298.28, 1, 298.28], [""grow rich methodologies"", 322.97, 4, 1291.88], [""synthesize efficient markets"", 26.64, 2, 53.28], [""matrix collaborative applications"", 396.02, 2, 792.04]]",3192.7400000000002,399.98,3592.7200000000003
Anderson Inc,"74786 Adkins Green
Brianstad, GA 23654",001-515-942-6332x23813,116296058 148405514 419385364,51655,2019-04-24,James Bryant,powellsteven@example.org,https://wood-wilson.org/,42,"[[""synthesize best-of-breed e-business"", 187.26, 2, 374.52], [""unleash user-centric experiences"", 151.06, 3, 453.18], [""whiteboard interactive portals"", 144.88, 6, 869.28], [""exploit interactive eyeballs"", 244.29, 6, 1465.74], [""incentivize granular channels"", 117.4, 1, 117.4], [""deliver B2C e-markets"", 41.81, 8, 334.48], [""harness next-generation initiatives"", 489.79, 7, 3428.53], [""harness interactive infrastructures"", 158.53, 10, 1585.3]]",8628.43,1723.58,10352.01
Williams-Parker,"3735 Tanner Valleys Suite 179
Valeriebury, AS 41426",701.003.7547x008,996321504 708686643 130262538,99088,2022-03-07,Ann Sosa,jasmineschultz@example.org,https://www.hernandez.com/,5,"[[""aggregate ubiquitous models"", 336.61, 7, 2356.27], [""enable open-source web services"", 212.8, 6, 1276.8000000000002], [""deliver world-class niches"", 462.46, 5, 2312.2999999999997], [""orchestrate 24/7 web-readiness"", 342.89, 9, 3086.0099999999998], [""productize rich platforms"", 22.07, 2, 44.14], [""productize B2B systems"", 64.77, 7, 453.39], [""generate best-of-breed paradigms"", 118.7, 2, 237.4], [""disintermediate user-centric experiences"", 307.36, 5, 1536.8000000000002]]",11303.109999999997,1206.2,12509.309999999998
Jones Ltd,"41821 Joseph Turnpike Suite 007
South Jasonshire, GU 74035",010-578-5463x3786,151254917 872831738 673067433,85566,2020-05-31,Lisa Singh,matthewwilson@example.net,https://wagner.org/,40,"[[""envisioneer killer convergence"", 72.6, 10, 726.0]]",726.0,72.66,798.66
Henderson Group,"1573 Acevedo Park Suite 745
Johnsonside, KY 16923",+1-302-112-7750,829159100 724066752 774816577,25754,2021-07-28,Kevin Morgan,williamsmichael@example.org,http://cook.com/,51,"[[""synthesize dynamic deliverables"", 238.92, 7, 1672.4399999999998], [""re-contextualize dynamic info-mediaries"", 487.79, 8, 3902.32], [""engage sticky infrastructures"", 205.58, 6, 1233.48]]",6808.24,795.97,7604.21
Peters-Martinez,"367 Gregory Loaf
Taylorfurt, MP 18608",252-832-4735x791,597900331 648809726 585176045,36929,2023-01-07,Melissa Coleman,dmichael@example.com,http://estrada.biz/,52,"[[""deploy customized methodologies"", 286.32, 9, 2576.88], [""enhance visionary web-readiness"", 48.51, 3, 145.53], [""optimize wireless e-business"", 267.0, 3, 801.0], [""engineer robust metrics"", 127.26, 7, 890.82], [""matrix efficient e-commerce"", 474.31, 6, 2845.86], [""transform bleeding-edge metrics"", 451.37, 5, 2256.85], [""expedite viral vortals"", 334.04, 5, 1670.2], [""mesh front-end communities"", 426.19, 2, 852.38], [""benchmark dot-com applications"", 202.21, 6, 1213.26]]",13252.78,790.25,14043.03
Gordon-Anthony,"Unit 8835 Box 4314
DPO AA 17730",+1-412-766-7349x9774,124539800 590630183 686664355,3125,2020-04-06,Nicole Esparza,angelgeorge@example.org,http://www.flynn.com/,25,"[[""envisioneer back-end mindshare"", 88.51, 3, 265.53000000000003], [""seize user-centric e-business"", 452.41, 2, 904.82], [""enhance transparent action-items"", 303.61, 2, 607.22], [""deploy front-end supply-chains"", 350.38, 3, 1051.1399999999999], [""reinvent robust synergies"", 488.26, 9, 4394.34], [""repurpose extensible convergence"", 88.31, 2, 176.62], [""embrace innovative communities"", 498.75, 1, 498.75]]",7898.42,941.58,8840.0
Sandoval Ltd,"655 Brittney Plain Suite 069
North John, MT 79416",852-567-5552x8806,708882742 237556683 543582351,13924,2020-04-15,Robert Harrison,bguerrero@example.com,https://miller-casey.com/,54,"[[""reinvent extensible action-items"", 107.35, 2, 214.7]]",214.7,29.4,244.1
Owens Inc,"922 Nancy Drive Apt. 389
North Jackie, ND 27413",1106471996,691295723 888638837 847298564,64439,2021-09-05,Darryl Silva,nicolegutierrez@example.com,http://thompson.org/,52,"[[""enhance bleeding-edge deliverables"", 426.93, 8, 3415.44], [""drive transparent synergies"", 315.66, 3, 946.98]]",4362.42,630.5,4992.92
"Byrd, Williams and Henry","9162 Davis Lodge Suite 429
West Melanie, HI 16159",+1-713-574-3614,450987358 137548981 187706699,61095,2018-04-24,Alicia Moreno,amberjohnson@example.net,http://www.delgado.com/,29,"[[""embrace innovative markets"", 336.13, 6, 2016.78], [""matrix cross-media convergence"", 40.6, 9, 365.40000000000003], [""seize value-added niches"", 151.01, 1, 151.01], [""transition global communities"", 75.51, 6, 453.06000000000006], [""cultivate back-end functionalities"", 344.17, 2, 688.34], [""innovate turn-key deliverables"", 114.23, 5, 571.15], [""implement granular partnerships"", 160.52, 2, 321.04], [""engage next-generation interfaces"", 497.26, 5, 2486.3]]",7053.08,1174.43,8227.51
Stokes-Mills,"4795 Ware Skyway Suite 822
North Brendabury, FL 41252",5264758341,931702031 889460111 474803349,86309,2020-10-04,Troy Smith,whernandez@example.org,http://hubbard.com/,54,"[[""exploit plug-and-play vortals"", 164.81, 9, 1483.29], [""visualize innovative metrics"", 304.03, 4, 1216.12], [""leverage integrated metrics"", 186.51, 1, 186.51], [""productize end-to-end metrics"", 227.8, 1, 227.8], [""engineer transparent supply-chains"", 472.64, 9, 4253.76], [""utilize enterprise markets"", 203.78, 7, 1426.46], [""re-contextualize viral convergence"", 195.42, 4, 781.68], [""drive holistic markets"", 479.83, 10, 4798.3], [""synergize open-source users"", 491.41, 7, 3439.8700000000003], [""scale frictionless platforms"", 210.71, 9, 1896.39]]",19710.18,1136.88,20847.06
"Hendricks, Peck and Crawford","PSC 2247, Box 6010
APO AA 99292",001-939-503-1074,573250551 243207200 830075609,33581,2019-01-01,Wanda Williams,gayala@example.com,http://smith.org/,23,"[[""integrate B2B e-business"", 183.73, 5, 918.65], [""scale mission-critical portals"", 172.81, 1, 172.81], [""productize integrated synergies"", 103.01, 10, 1030.1000000000001]]",2121.5600000000004,112.07,2233.6300000000006
Lopez-Hunter,"39471 Judy Bypass
Williamport, IL 40856",(698)600-4309,867808666 591100005 632637238,90529,2022-09-28,Desiree Hill,brownthomas@example.org,http://mathews.com/,34,"[[""deliver magnetic e-services"", 271.11, 2, 542.22], [""enable best-of-breed bandwidth"", 156.61, 3, 469.83000000000004], [""target scalable solutions"", 63.63, 9, 572.6700000000001]]",1584.7200000000003,287.94,1872.6600000000003
"Watson, Cunningham and Jackson","30692 Elizabeth Union
South Timothy, PW 00987",001-071-663-5537x94708,730494567 494454809 945497199,81121,2019-06-14,Laura Robinson,xreyes@example.net,https://rose-murphy.biz/,58,"[[""monetize frictionless bandwidth"", 170.75, 6, 1024.5], [""incentivize seamless partnerships"", 72.08, 9, 648.72], [""benchmark wireless e-business"", 261.85, 7, 1832.9500000000003], [""matrix one-to-one ROI"", 466.02, 10, 4660.2], [""re-intermediate granular deliverables"", 251.95, 6, 1511.6999999999998], [""seize front-end vortals"", 330.36, 6, 1982.16], [""disintermediate collaborative content"", 223.19, 2, 446.38], [""orchestrate revolutionary portals"", 391.07, 7, 2737.49], [""maximize next-generation e-services"", 53.2, 8, 425.6], [""enable dot-com markets"", 12.42, 9, 111.78]]",15381.48,1182.79,16564.27
Velez-Lowery,"88277 Christopher Lakes Apt. 591
West Jillianland, WI 19933",+1-221-503-3822,642634101 542465432 518828582,31624,2022-06-18,Robert Phillips,hannahsuarez@example.com,https://www.goodman.com/,47,"[[""drive dot-com models"", 498.38, 5, 2491.9], [""syndicate B2B e-business"", 127.69, 7, 893.8299999999999], [""generate dynamic metrics"", 292.09, 1, 292.09]]",3677.82,714.24,4392.06
"Hunt, Lyons and Olson","398 Russell Stravenue Suite 567
North Miaborough, WV 07767",(159)888-3909,265857829 112086216 481866398,2834,2021-12-22,Jonathan Ross,phillipsjeffrey@example.org,http://hawkins.com/,9,"[[""engage impactful functionalities"", 152.34, 2, 304.68], [""repurpose e-business vortals"", 328.98, 3, 986.94], [""leverage sticky systems"", 397.64, 7, 2783.48], [""mesh user-centric mindshare"", 387.35, 8, 3098.8], [""transition interactive technologies"", 270.8, 2, 541.6], [""engineer real-time initiatives"", 79.77, 3, 239.31], [""engineer frictionless users"", 448.64, 1, 448.64], [""whiteboard plug-and-play portals"", 186.65, 5, 933.25]]",9336.7,698.31,10035.01
"Peters, Williams and Lopez","30240 Oneal Haven Suite 418
North Jillian, PA 09410",001-659-734-3709x087,854776404 624315073 461622269,30607,2018-09-23,Peter Henderson,corycannon@example.net,http://thompson.com/,57,"[[""strategize collaborative e-markets"", 191.89, 6, 1151.34], [""facilitate cross-platform convergence"", 440.08, 2, 880.16], [""maximize back-end solutions"", 393.84, 2, 787.68]]",2819.18,316.31,3135.49
Richardson-Davis,"39468 Jaime Islands Suite 496
South David, NE 58616",007-737-2759x3863,823556485 940102352 352458664,9636,2023-03-21,Katherine Humphrey,campostaylor@example.com,http://www.wilkins.com/,44,"[[""innovate 24/7 action-items"", 406.02, 2, 812.04], [""incentivize visionary communities"", 278.62, 3, 835.86], [""seize sticky interfaces"", 253.53, 9, 2281.77]]",3929.67,400.31,4329.9800000000005
Perez PLC,"15551 Martinez Loaf Apt. 312
New Robert, AK 78187",447.864.7586,359989858 124213354 776442276,8436,2020-09-06,Carlos Travis,marshalledward@example.net,https://www.braun-baxter.com/,11,"[[""implement intuitive experiences"", 128.66, 7, 900.62], [""monetize B2B ROI"", 353.79, 2, 707.58]]",1608.2,195.56,1803.76
Oconnor Inc,"392 Jeremiah Corners Apt. 217
Lake Caroline, NM 44946",916-574-8107x80367,713828871 419730700 838491199,458,2021-09-26,Billy Johnson,hensleykayla@example.com,http://fox.info/,25,"[[""transition granular web services"", 292.96, 2, 585.92], [""reinvent viral web-readiness"", 245.1, 2, 490.2], [""re-intermediate innovative niches"", 291.44, 5, 1457.2], [""unleash sticky ROI"", 402.53, 1, 402.53], [""transition efficient bandwidth"", 222.47, 1, 222.47], [""extend global paradigms"", 266.12, 5, 1330.6], [""evolve collaborative deliverables"", 390.52, 2, 781.04], [""utilize rich web-readiness"", 100.65, 6, 603.9000000000001]]",5873.859999999999,1083.19,6957.049999999999
"Hoffman, Sparks and Gutierrez","09677 Jamie Parks Apt. 371
Georgeville, HI 53423",430-613-4813x33143,629268706 573325249 116284274,71918,2020-03-28,Stephanie Payne,richardsonthomas@example.org,https://williams.com/,5,"[[""scale interactive platforms"", 363.69, 10, 3636.9], [""enable magnetic partnerships"", 479.18, 4, 1916.72]]",5553.62,705.89,6259.51
"Castillo, Burnett and Wilson","4983 John Circle Suite 091
Catherinefort, OR 69019",479.185.9720x724,158627010 604423864 939609934,51160,2018-12-09,Michael Sparks,wrightjennifer@example.org,http://www.murray-flowers.org/,6,"[[""revolutionize cross-platform communities"", 479.45, 3, 1438.35], [""strategize enterprise channels"", 155.63, 10, 1556.3], [""redefine one-to-one e-services"", 432.2, 7, 3025.4], [""deploy end-to-end web-readiness"", 387.29, 8, 3098.32], [""strategize distributed initiatives"", 12.76, 7, 89.32], [""orchestrate leading-edge vortals"", 124.67, 6, 748.02], [""iterate turn-key e-commerce"", 120.46, 8, 963.68]]",10919.39,1010.56,11929.949999999999
"Owens, Anthony and Moore","830 Deborah Pike Suite 650
South Collinfurt, MH 79941",012.314.8406x412,787979605 330000018 839264015,75486,2020-04-23,Robert Cannon,renee50@example.org,http://www.jacobs.net/,26,"[[""strategize B2B synergies"", 256.25, 9, 2306.25]]",2306.25,288.13,2594.38
Garcia Ltd,"973 Donna Summit
East Markside, FM 81919",(152)799-9706,832473069 523155596 221376365,8554,2022-01-07,Roy Davis,youngthomas@example.org,http://www.kline-dawson.com/,44,"[[""mesh best-of-breed ROI"", 323.84, 9, 2914.56], [""reinvent sticky communities"", 402.13, 1, 402.13], [""re-intermediate turn-key users"", 376.58, 9, 3389.22]]",6705.91,1142.38,7848.29
"Jones, Higgins and Burke","452 Wilson Road Suite 882
New Anthonytown, IN 61410",(132)072-3062x1572,891970137 842435621 945562730,8009,2021-01-09,Mark Jennings,trevorpatton@example.net,http://www.richard.biz/,43,"[[""expedite holistic niches"", 127.57, 3, 382.71], [""deliver turn-key markets"", 351.0, 9, 3159.0], [""innovate customized deliverables"", 72.7, 9, 654.3000000000001], [""deliver collaborative markets"", 371.16, 9, 3340.44], [""synthesize one-to-one bandwidth"", 221.63, 8, 1773.04], [""grow frictionless convergence"", 138.42, 3, 415.26], [""grow seamless methodologies"", 301.69, 4, 1206.76], [""harness revolutionary deliverables"", 38.65, 2, 77.3]]",11008.810000000001,1999.83,13008.640000000001
"Brown, Rogers and Burke","39927 Kara Mall
Millerton, IA 65218",316.498.2129,945188415 498865419 403178311,12653,2019-08-09,Teresa Ray,liuveronica@example.com,http://bailey.com/,3,"[[""cultivate global channels"", 64.36, 9, 579.24], [""deliver mission-critical communities"", 105.43, 7, 738.01], [""scale next-generation paradigms"", 399.43, 10, 3994.3]]",5311.55,289.19,5600.74
Wilson-Hayes,"USS Sandoval
FPO AA 84940",322-982-1355x92161,704117212 613151961 753783755,12485,2022-07-20,Tiffany Rogers,mhoffman@example.com,http://mullen-stewart.com/,46,"[[""evolve customized schemas"", 341.92, 5, 1709.6000000000001], [""redefine scalable infrastructures"", 187.02, 3, 561.0600000000001], [""enhance value-added content"", 26.51, 9, 238.59], [""facilitate vertical architectures"", 495.39, 3, 1486.17], [""repurpose strategic markets"", 453.56, 10, 4535.6], [""redefine distributed paradigms"", 378.88, 2, 757.76], [""unleash collaborative content"", 197.82, 1, 197.82]]",9486.6,632.39,10118.99
Chambers PLC,"919 Merritt Mountain
East Vincentville, VI 03162",3712462895,718671177 356256371 791335789,81036,2020-02-10,Daniel Evans,tammy80@example.net,http://www.williams-mcneil.com/,54,"[[""mesh turn-key markets"", 70.76, 2, 141.52], [""enable robust experiences"", 141.97, 7, 993.79], [""monetize dynamic content"", 454.1, 9, 4086.9], [""revolutionize collaborative web services"", 477.19, 7, 3340.33], [""whiteboard web-enabled web-readiness"", 209.11, 3, 627.33], [""generate ubiquitous partnerships"", 85.6, 3, 256.79999999999995], [""evolve open-source portals"", 471.56, 4, 1886.24], [""visualize turn-key metrics"", 56.37, 5, 281.84999999999997], [""utilize customized web services"", 54.14, 10, 541.4]]",12156.16,962.25,13118.41
Galloway LLC,"6157 Gallegos Islands Apt. 578
Kimberlyport, NY 60329",(262)210-8695x41966,855906372 451253955 568762942,36984,2022-08-30,Margaret Powell,austin22@example.org,http://ray-mack.org/,24,"[[""envisioneer transparent architectures"", 442.55, 9, 3982.9500000000003], [""strategize cross-media e-services"", 454.35, 2, 908.7], [""mesh out-of-the-box e-commerce"", 219.28, 3, 657.84], [""scale synergistic infrastructures"", 452.99, 8, 3623.92], [""grow frictionless infrastructures"", 354.84, 5, 1774.1999999999998], [""incentivize efficient e-commerce"", 74.58, 2, 149.16], [""incubate innovative mindshare"", 426.57, 1, 426.57]]",11523.34,1913.74,13437.08
Watkins Inc,"844 Charles Square Suite 037
West Jason, FL 76762",+1-963-784-3325x30654,767493818 356105726 228925049,13859,2021-04-21,Amber Whitaker,john95@example.net,http://www.stevenson-haynes.net/,16,"[[""syndicate innovative systems"", 129.54, 10, 1295.3999999999999], [""syndicate world-class users"", 279.77, 5, 1398.85], [""utilize synergistic e-tailers"", 354.05, 2, 708.1], [""matrix compelling vortals"", 440.98, 7, 3086.86], [""aggregate compelling experiences"", 51.85, 6, 311.1], [""monetize distributed e-tailers"", 335.18, 3, 1005.54], [""target enterprise markets"", 386.69, 8, 3093.52], [""re-intermediate one-to-one metrics"", 211.08, 7, 1477.5600000000002]]",12376.93,2016.95,14393.880000000001
